,quote,author,tags,likes
2329,One person's craziness is another person's reality.,Tim Burton,,2887.0
2330,Try to be a rainbow in someone's cloud.,"Maya Angelou,","2008, advice",2886.0
2331,Fairy tales do not tell children the dragons exist. Children already know that dragons exist. Fairy tales tell children the dragons can be killed.,G.K. Chesterton,"fairy-tales, hope, paraphrased, possiblity",2885.0
2332,"When we don't know who to hate, we hate ourselves.","Chuck Palahniuk,","hate, self-loathing",2885.0
2333,We are all someone's monster.,"Leigh Bardugo,",matthias,2883.0
2334,Being a writer is a very peculiar sort of a job: it's always you versus a blank sheet of paper (or a blank screen) and quite often the blank piece of paper wins.,Neil Gaiman,writing,2882.0
2335,My course is set for an uncharted sea.,Dante Alighieri,,2879.0
2336,"When I saw you I fell in love, and you smiled because you knew.",Arrigo Boito,love,2879.0
2337,A man who dares to waste one hour of time has not discovered the value of life.,"Charles Darwin,","dare, inspirational, life, science, time, value, waste",2879.0
2338,"The Very first moment I beheld him, my heart was irrevocably gone.","Jane Austen,",romance,2877.0
2339,If you're too open-minded; your brains will fall out.,Lawrence Ferlinghetti,"beatnik, cynical, funny, humour",2876.0
2340,Better a cruel truth than a comfortable delusion.,Edward Abbey,truth,2876.0
2341,"If the moon smiled, she would resemble you.
You leave the same impression
Of something beautiful, but annihilating.","Sylvia Plath,",,2876.0
2342,"But if thought corrupts language, language can also corrupt thought.","George Orwell,","1946, language, power-of-words, propaganda, thought",2876.0
2343,"I fell in love with her when we were together, then fell deeper in love with her in the years we were apart.","Nicholas Sparks,","love, separation",2875.0
2344,"In your light I learn how to love. In your beauty, how to make poems. You dance inside my chest where no-one sees you, but sometimes I do, and that sight becomes this art.",Rumi,love,2875.0
2345,"Ignite, my love. Ignite.","Tahereh Mafi,","aaron-warner, juliette",2874.0
2346,All I have seen teaches me to trust the Creator for all I have not seen.,Ralph Waldo Emerson,"belief, experience, faith, judging-from-experience, religion, unseen",2874.0
2347,Waste no more time arguing about what a good man should be. Be one.,"Marcus Aurelius,","integrity, morality",2873.0
2348,Sometimes even to live is an act of courage.,Lucius Annaeus Seneca,"perseverance, suicide, survival",2873.0
2349,"When the first baby laughed for the first time, its laugh broke into a thousand pieces, and they all went skipping about, and that was the beginning of fairies.","J.M. Barrie,",happiness,2872.0
2350,"Things need not have happened to be true. Tales and dreams are the shadow-truths that will endure when mere facts are dust and ashes, and forgot.","Neil Gaiman,",,2868.0
2351,"The past is always tense, the future perfect.",Zadie Smith,"future, grammar, language, past",2866.0
2352,"We sometimes encounter people, even perfect strangers, who begin to interest us at first sight, somehow suddenly, all at once, before a word has been spoken.","Fyodor Dostoyevsky,",,2865.0
2353,To choose doubt as a philosophy of life is akin to choosing immobility as a means of transportation.,"Yann Martel,",,2863.0
2354,"The purpose of a storyteller is not to tell you how to think, but to give you questions to think upon.","Brandon Sanderson,",storytelling,2862.0
2355,I don't like people who have never fallen or stumbled. Their virtue is lifeless and it isn't of much value. Life hasn't revealed its beauty to them. ,Boris Pasternak,life,2862.0
2356,It is never too late to be wise.,"Daniel Defoe,",,2861.0
2357,The surest way to corrupt a youth is to instruct him to hold in higher esteem those who think alike than those who think differently.,Friedrich Nietzsche,"corruption, individuality, peer-pressure, youth",2860.0
2358,"The mystery of human existence lies not in just staying alive, but in finding something to live for.","Fyodor Dostoyevsky,","goals-in-life, purpose-of-life",2859.0
2359,"Jace shook his blond head in exasperation.
""You had to make a crazy jail friend, didn't you? You couldn't just count ceiling tiles or tame a pet mouse like normal prisoners do?","Cassandra Clare,","humor, jace",2859.0
2360,"Whatever you are physically...male or female, strong or weak, ill or healthy--all those things matter less than what your heart contains. If you have the soul of a warrior, you are a warrior. All those other things, they are the glass that contains the lamp, but you are the light inside.","Cassandra Clare,",,2858.0
2361,"To be fully seen by somebody, then, and be loved anyhow - this is a human offering that can border on miraculous.","Elizabeth Gilbert,","acceptance, being-loved, love, marriage, relationships, truth",2858.0
2362,"What happened down in the dungeons between you and Professor Quirrell is a complete secret, so, naturally the whole school knows.","J. K. Rowling,",dumbledore,2858.0
2363,It must require bravery to be honest all the time.,"Veronica Roth,",,2857.0
2364,"Remember me and smile, for it's better to forget than to remember me and cry.",Dr. Seuss,"dr-seuss, goodbye",2856.0
2365,You like someone who can't like you back because unrequited love can be survived in a way that once-requited love cannot. ,"John Green,",,2856.0
2366,"Great heroes need great sorrows and burdens, or half their greatness goes unnoticed. It is all part of the fairy tale.","Peter S. Beagle,","heroes, inspirational",2855.0
2367,"There is a pleasure in the pathless woods,
There is a rapture on the lonely shore,
There is society, where none intrudes,
By the deep sea, and music in its roar:
I love not man the less, but Nature more",Lord Byron,"nature, poetry, solitude",2854.0
2368,People change and forget to tell each other.,Lillian Hellman,,2852.0
2369,Do not spoil what you have by desiring what you have not; remember that what you now have was once among the things you only hoped for.,Epicurus,"desire, gratitude, hope",2850.0
2370,"It ain't what they call you, it's what you answer to.",W.C. Fields,"labels, names",2850.0
2371,I'd rather die on an adventure than live standing still.,"V.E. Schwab,",,2849.0
2372,"A friend said to me, “Hey you need to grow a pair. Grow a pair, Bro.” It’s when someone calls you weak, but they associate it with a lack of testicles. Which is weird, because testicles are the most sensitive things in the world. If you suddenly just grew a pair, you’d be a lot more vulnerable. If you want to be tough, you should lose a pair. If you want to be real tough, you should grow a vagina. Those things can take a pounding.",Sheng Wang,"feminism, humor, misattributed-betty-white",2849.0
2373,"I hope you're pleased with yourselves. We could all have been killed - or worse, expelled. Now if you don't mind, I'm going to bed.","J.K. Rowling,",,2849.0
2374,"Never marry at all, Dorian. Men marry because they are tired, women, because they are curious: both are disappointed.","Oscar Wilde,","disappointment, dorian-gray, marriage, men, relationships, women",2847.0
2375,"The man who passes the sentence should swing the sword. If you would take a man's life, you owe it to him to look into his eyes and hear his final words. And if you cannot bear to do that, then perhaps the man does not deserve to die.","George R.R. Martin,",,2847.0
2376,"Stories can conquer fear, you know. They can make the heart bigger.",Ben Okri,stories,2847.0
2377,"We sit silently and watch the world around us. This has taken a lifetime to learn. It seems only the old are able to sit next to one another and not say anything and still feel content. The young, brash and impatient, must always break the silence. It is a waste, for silence is pure. Silence is holy. It draws people together because only those who are comfortable with each other can sit without speaking. This is the great paradox.","Nicholas Sparks,","perception, silence",2846.0
2378,"Where words leave off, music begins.",Heinrich Heine,"music, power-of-music",2846.0
2379,"Nothing in life is to be feared, it is only to be understood. Now is the time to understand more, so that we may fear less.",Marie Curie,"fear, life, science, understanding",2845.0
2380,Curiouser and curiouser!,"Lewis Carroll,",,2844.0
2381,"Even the strongest and bravest must sometimes weep. It shows they have a great heart, one that can feel compassion for others.","Brian Jacques,",,2844.0
2382,Evil is always possible. And goodness is eternally difficult.,"Anne Rice,",good-evil,2844.0
2383,Words dazzle and deceive because they are mimed by the face. But black words on a white page are the soul laid bare.,Guy de Maupassant,books,2843.0
2384,"Anyone can hide. Facing up to things, working through them, that's what makes you strong.",Sarah Dessen,"inspirational, strength, tough-times",2843.0
2385,"We are each our own devil, and we make this world our hell.",Oscar Wilde,"devil, hell, world",2843.0
2386,Pity those who don't feel anything at all.,"Sarah J. Maas,","emotions, pity",2842.0
2387,There's nowhere you can be that isn't where you're meant to be...,John Lennon,"beatles, destiny, fate, life",2842.0
2388,Being entirely honest with oneself is a good exercise.,Sigmund Freud,,2839.0
2389,"I kept always two books in my pocket, one to read, one to write in.","Robert Louis Stevenson,","books, inspirational, on-writing, reading",2839.0
2390,The earth laughs in flowers.,Ralph Waldo Emerson,"flowers, laughter",2839.0
2391,What she had realized was that love was that moment when your heart was about to burst.,"Stieg Larsson,","adoration, infatuation, love",2837.0
2392,"Only people who are capable of loving strongly can also suffer great sorrow, but this same necessity of loving serves to counteract their grief and heals them.",Leo Tolstoy,"grief, inspirational",2837.0
2393,Sometimes things fall apart so that better things can fall together,Marilyn Monroe,,2836.0
2394,"It's much easier to not know things sometimes. Things change and friends leave. And life doesn't stop for anybody. I wanted to laugh. Or maybe get mad. Or maybe shrug at how strange everybody was, especially me. I think the idea is that every person has to live for his or her own life and than make the choice to share it with other people. You can't just sit their and put everybody's lives ahead of yours and think that counts as love. You just can't. You have to do things. I'm going to do what I want to do. I'm going to be who I really am. And I'm going to figure out what that is. And we could all sit around and wonder and feel bad about each other and blame a lot of people for what they did or didn't do or what they didn't know. I don't know. I guess there could always be someone to blame. It's just different. Maybe it's good to put things in perspective, but sometimes, I think that the only perspective is to really be there. Because it's okay to feel things. I was really there. And that was enough to make me feel infinite. I feel infinite.","Stephen Chbosky,",,2835.0
2395,"Kind words can be short and easy to speak, but their echoes are truly endless.",Mother Teresa,misattributed-to-mother-teresa,2835.0
2396,"I always arrive late at the office, but I make up for it by leaving early.",Charles Lamb,,2831.0
2397,"If you have good friends, no matter how much life is sucking , they can make you laugh.",P.C. Cast Kristin Cast,friendship,2830.0
2398,Do not think that love in order to be genuine has to be extraordinary. What we need is to love without getting tired. Be faithful in small things because it is in them that your strength lies.,Mother Teresa,paraphrased,2830.0
2399,You do have a story inside you; it lies articulate and waiting to be written — behind your silence and your suffering.,Anne Rice,"anne-rice, pandora",2826.0
2400,Shut your eyes and see.,James Joyce,,2826.0
2401,"To err is human, to forgive, divine.","Alexander Pope,","failure, forgiveness, humanity, mistakes",2825.0
2402,"In the end
these things matter most:
How well did you love?
How fully did you live?
How deeply did you let go?","Jack Kornfield,","eastern-philosophy, inspirational",2824.0
2403,"But I love your feet
only because they walked
upon the earth and upon
the wind and upon the waters,
until they found me.",Pablo Neruda,,2822.0
2404,"If all the world hated you and believed you wicked, while your own conscience approved of you and absolved you from guilt, you would not be without friends.","Charlotte Brontë,","conscience, innocence",2822.0
2405,"I am awfully greedy; I want everything from life. I want to be a woman and to be a man, to have many friends and to have loneliness, to work much and write good books, to travel and enjoy myself, to be selfish and to be unselfish… You see, it is difficult to get all which I want. And then when I do not succeed I get mad with anger.",Simone de Beauvoir,"anger, books, friends, greedy, life, loneliness, man, myself, selfish, travel, woman, work, write",2820.0
2406,"It takes courage to love, but pain through love is the purifying fire which those who love generously know. We all know people who are so much afraid of pain that they shut themselves up like clams in a shell and, giving out nothing, receive nothing and therefore shrink until life is a mere living death.",Eleanor Roosevelt,,2818.0
2407,All human wisdom is contained in these two words - Wait and Hope,"Alexandre Dumas,",book-the-count-of-monte-cristo,2817.0
2408,Learn from the mistakes of others. You can never live long enough to make them all yourself.,Groucho Marx,attributed-no-source,2817.0
2409,A smile is a curve that sets everything straight.,Phyllis Diller,,2817.0
2410,"Rare as is true love, true friendship is rarer.",Jean de La Fontaine,,2815.0
2411,"I know we're fucked up, alright? I'm impulsive, and hot tempered, and you get under my skin like no one else. You act like you hate me one minute, and then need me the next. I never get anything right, and I don't deserve you...but I fucking love you, Abby. I love you more than I loved anyone or anything ever. When you're around, I don't need booze, or money, or the fighting, or the one-night stands...","Jamie McGuire,",love,2815.0
2412,"We shouldn't be looking for heroes, we should be looking for good ideas.",Noam Chomsky,,2814.0
2413,"Do not read as children do to enjoy themselves, or, as the ambitious do to educate themselves. No, read to live.",Gustave Flaubert,,2813.0
2414,The only thing better than imagining Dimitri carrying me in his arms was imagining him shirtless while carrying me in his arms.,"Richelle Mead,","academy, mead, richelle, vampire",2813.0
2415,"I have faith that God will show you the answer. But you have to understand that sometimes it takes a while to be able to recognize what God wants you to do. That's how it often is. God's voice is usually nothing more than a whisper, and you have to listen very carefully to hear it. But other times, in those rarest of moments, the answer is obvious and rings as loud as a church bell.","Nicholas Sparks,",god,2812.0
2416,"People tend to complicate their own lives, as if living weren't already complicated enough.","Carlos Ruiz Zafón,",,2812.0
2417,"They say I'm old-fashioned, and live in the past, but sometimes I think progress progresses too fast!",Dr. Seuss,"life, time",2811.0
2418,"Between two evils, I always pick the one I never tried before.",Mae West,,2811.0
2419,"I don’t trust anybody. Not anybody. And the more that I care about someone, the more sure I am they’re going to get tired of me and take off.","Rainbow Rowell,","fear, friendship, tired, trust",2809.0
2420,"Did you see that dress?” ""I saw the dress.” ""Did you like it?” He didn't answer. I took that as a yes. ""Am I going to endanger my reputation if I wear it to the dance?” When he spoke, I could barely hear him. ""You'll endanger the school.” I smiled and fell asleep.","Richelle Mead,","funny, sweet",2809.0
2421,"Um...is that thing tame?"" Frank said.
The horse whinnied angrily.
""I don't think so,"" Percy guessed. ""He just said, 'I will trample you to death, silly Chinese Canadian baby man'.","Rick Riordan,","funny, silly-chinese-canadian-baby-man",2808.0
2422,"I can't eat and I can't sleep. I'm not doing well in terms of being a functional human, you know?","Ned Vizzini,","depression, sadness, suicide",2808.0
2423,I guess that’s just part of loving people: You have to give things up. Sometimes you even have to give them up.,"Lauren Oliver,","give, love, sacrifice",2808.0
2424,Autumn is a second spring when every leaf is a flower.,Albert Camus,autumn,2808.0
2425,"The question is not what you look at, but what you see.",Henry David Thoreau,inspirational,2807.0
2426,"When I say it's you I like, I'm talking about that part of you that knows that life is far more than anything you can ever see or hear or touch. That deep part of you that allows you to stand for those things without which humankind cannot survive. Love that conquers hate, peace that rises triumphant over war, and justice that proves more powerful than greed.",Fred Rogers,"friends, friendship, love, peace",2806.0
2427,"I hope you will have a wonderful year, that you'll dream dangerously and outrageously, that you'll make something that didn't exist before you made it, that you will be loved and that you will be liked, and that you will have people to love and to like in return. And, most importantly (because I think there should be more kindness and more wisdom in the world right now), that you will, when you need to be, be wise, and that you will always be kind.",Neil Gaiman,kindness,2804.0
2428,"We need not to be let alone. We need to be really bothered once in a while. How long is it since you were really bothered? About something important, about something real?","Ray Bradbury,",reality-bothered,2804.0
2429,"When we're incomplete, we're always searching for somebody to complete us. When, after a few years or a few months of a relationship, we find that we're still unfulfilled, we blame our partners and take up with somebody more promising. This can go on and on--series polygamy--until we admit that while a partner can add sweet dimensions to our lives, we, each of us, are responsible for our own fulfillment. Nobody else can provide it for us, and to believe otherwise is to delude ourselves dangerously and to program for eventual failure every relationship we enter.",Tom Robbins,,2802.0
2430,"You only live twice:
Once when you are born
And once when you look death in the face","Ian Fleming,","death, haiku, james-bond, philosophy, poetry",2801.0
2431,One day you will ask me which is more important? My life or yours? I will say mine and you will walk away not knowing that you are my life.,Khalil Gibran,,2800.0
2432,The voice of the sea speaks to the soul.,"Kate Chopin,",,2800.0
2433,I'd rather die my way than live yours.,"Lauren Oliver,","independence, lena-holoway, self-determination, self-reliance",2799.0
2434,Whenever you feel like criticizing any one...just remember that all the people in this world haven't had the advantages that you've had.,F. Scott Fitzgerald,"empathy, thankful, understanding, understanding-others",2798.0
2435,Second star to the right and straight on 'til morning. ,"J.M. Barrie,",childhood-memory,2798.0
2436,"I will love you as a thief loves a gallery and as a crow loves a murder, as a cloud loves bats and as a range loves braes. I will love you as misfortune loves orphans, as fire loves innocence and as justice loves to sit and watch while everything goes wrong. I will love you as a battlefield loves young men and as peppermints love your allergies, and I will love you as the banana peel loves the shoe of a man who was just struck by a shingle falling off a house. I will love you as a volunteer fire department loves rushing into burning buildings and as burning buildings love to chase them back out, and as a parachute loves to leave a blimp and as a blimp operator loves to chase after it.
I will love you as a dagger loves a certain person’s back, and as a certain person loves to wear dagger proof tunics, and as a dagger proof tunic loves to go to a certain dry cleaning facility, and how a certain employee of a dry cleaning facility loves to stay up late with a pair of binoculars, watching a dagger factory for hours in the hopes of catching a burglar, and as a burglar loves sneaking up behind people with binoculars, suddenly realizing that she has left her dagger at home. I will love you as a drawer loves a secret compartment, and as a secret compartment loves a secret, and as a secret loves to make a person gasp, and as a gasping person loves a glass of brandy to calm their nerves, and as a glass of brandy loves to shatter on the floor, and as the noise of glass shattering loves to make someone else gasp, and as someone else gasping loves a nearby desk to lean against, even if leaning against it presses a lever that loves to open a drawer and reveal a secret compartment. I will love you until all such compartments are discovered and opened, and until all the secrets have gone gasping into the world. I will love you until all the codes and hearts have been broken and until every anagram and egg has been unscrambled.
I will love you until every fire is extinguised and until every home is rebuilt from the handsomest and most susceptible of woods, and until every criminal is handcuffed by the laziest of policemen. I will love until M. hates snakes and J. hates grammar, and I will love you until C. realizes S. is not worthy of his love and N. realizes he is not worthy of the V. I will love you until the bird hates a nest and the worm hates an apple, and until the apple hates a tree and the tree hates a nest, and until a bird hates a tree and an apple hates a nest, although honestly I cannot imagine that last occurrence no matter how hard I try. I will love you as we grow older, which has just happened, and has happened again, and happened several days ago, continuously, and then several years before that, and will continue to happen as the spinning hands of every clock and the flipping pages of every calendar mark the passage of time, except for the clocks that people have forgotten to wind and the calendars that people have forgotten to place in a highly visible area. I will love you as we find ourselves farther and farther from one another, where we once we were so close that we could slip the curved straw, and the long, slender spoon, between our lips and fingers respectively.
I will love you until the chances of us running into one another slip from slim to zero, and until your face is fogged by distant memory, and your memory faced by distant fog, and your fog memorized by a distant face, and your distance distanced by the memorized memory of a foggy fog. I will love you no matter where you go and who you see, no matter where you avoid and who you don’t see, and no matter who sees you avoiding where you go. I will love you no matter what happens to you, and no matter how I discover what happens to you, and no matter what happens to me as I discover this, and now matter how I am discovered after what happens to me as I am discovering this.",Lemony Snicket,,2797.0
2437,"If I am really a part of your dream, you'll come back one day.",Paulo Coelho,,2796.0
2438,Morning is wonderful. Its only drawback is that it comes at such an inconvenient time of day.,"Glen Cook,","morning, waking-up",2795.0
2439,"I'd rather be hated for who I am, than loved for who I am not.",Kurt Cobain,inspirational,2793.0
2440,"Ignore those that make you fearful and sad, that degrade you back towards disease and death.",Rumi Jalalud-Din,,2793.0
2441,And then I am going to rattle the stars.,"Sarah J. Maas,",celaena-sardothien,2792.0
2442,"Headline?"" he asked.
""'Swing Set Needs Home,'"" I said.
""'Desperately Lonely Swing Set Needs Loving Home,'"" he said.
""'Lonely, Vaguely Pedophilic Swing Set Seeks the Butts of Children,'"" I said.","John Green,","funny, humor, humour, internet, john-green, pedophile, pedophilia, tfios, the-fault-in-our-stars",2792.0
2443,"For me, I am driven by two main philosophies: know more today about the world than I knew yesterday and lessen the suffering of others. You'd be surprised how far that gets you.",Neil deGrasse Tyson,"inspirational, values",2791.0
2444,The soul is healed by being with children.,Fyodor Dostoevsky,"children, healing, humility, inspiration, love, openness, society",2791.0
2445,Science is not only compatible with spirituality; it is a profound source of spirituality.,"Carl Sagan,","metaphysics, philosophy, science, sense-of-wonder, spirituality",2790.0
2446,My rapier wit hides my inner pain.,Cassandra Clare,"humor, jace-wayland, the-mortal-instruments, tmi",2789.0
2447,"Parents can only give good advice or put them on the right paths, but the final forming of a person's character lies in their own hands.",Anne Frank,"growing-up, innocence, inspirational, parenting, personal-responsibility, right-of-passage, self-determination, self-responsibility",2789.0
2448,"The trouble was, I had been inadequate all along, I simply hadn't thought about it.","Sylvia Plath,",,2789.0
2449,"Our lives are not our own. We are bound to others, past and present, and by each crime and every kindness, we birth our future.","David Mitchell,",,2786.0
2450,"Nothing behind me, everything ahead of me, as is ever so on the road.","Jack Kerouac,",,2785.0
2451,"I write differently from what I speak, I speak differently from what I think, I think differently from the way I ought to think, and so it all proceeds into deepest darkness.",Franz Kafka,writing,2783.0
2452,"I like people too much or not at all. I've got to go down deep, to fall into people, to really know them.","Sylvia Plath,",,2782.0
2453,"In my next life I want to live my life backwards. You start out dead and get that out of the way. Then you wake up in an old people's home feeling better every day. You get kicked out for being too healthy, go collect your pension, and then when you start work, you get a gold watch and a party on your first day. You work for 40 years until you're young enough to enjoy your retirement. You party, drink alcohol, and are generally promiscuous, then you are ready for high school. You then go to primary school, you become a kid, you play. You have no responsibilities, you become a baby until you are born. And then you spend your last 9 months floating in luxurious spa-like conditions with central heating and room service on tap, larger quarters every day and then Voila! You finish off as an orgasm!",Woody Allen,,2782.0
2454,"He awoke each morning with the desire to do right, to be a good and meaningful person, to be, as simple as it sounded and as impossible as it actually was, happy. And during the course of each day his heart would descend from his chest into his stomach. By early afternoon he was overcome by the feeling that nothing was right, or nothing was right for him, and by the desire to be alone. By evening he was fulfilled: alone in the magnitude of his grief, alone in his aimless guilt, alone even in his loneliness. I am not sad, he would repeat to himself over and over, I am not sad. As if he might one day convince himself. Or fool himself. Or convince others--the only thing worse than being sad is for others to know that you are sad. I am not sad. I am not sad. Because his life had unlimited potential for happiness, insofar as it was an empty white room. He would fall asleep with his heart at the foot of his bed, like some domesticated animal that was no part of him at all. And each morning he would wake with it again in the cupboard of his rib cage, having become a little heavier, a little weaker, but still pumping. And by the midafternoon he was again overcome with the desire to be somewhere else, someone else, someone else somewhere else. I am not sad.","Jonathan Safran Foer,",sadness,2778.0
2455,"The feelings that hurt most, the emotions that sting most, are those that are absurd - The longing for impossible things, precisely because they are impossible; nostalgia for what never was; the desire for what could have been; regret over not being someone else; dissatisfaction with the world’s existence. All these half-tones of the soul’s consciousness create in us a painful landscape, an eternal sunset of what we are.",Fernando Pessoa,"hope, longing, pain, regret, yearning",2777.0
2456,"Mental pain is less dramatic than physical pain, but it is more common and also more hard to bear. The frequent attempt to conceal mental pain increases the burden: it is easier to say “My tooth is aching” than to say “My heart is broken.","C.S. Lewis,","depression, pain",2776.0
2457,The advantage of a bad memory is that one enjoys several times the same good things for the first time.,Friedrich Nietzsche,"forgetfulness, forgetting, happiness, memory",2776.0
2458,The best way to cheer yourself is to try to cheer someone else up.,Mark Twain,happiness,2776.0
2459,Holding anger is a poison...It eats you from inside...We think that by hating someone we hurt them...But hatred is a curved blade...and the harm we do to others...we also do to ourselves.,"Mitch Albom,",ruby-anger,2775.0
2460,"If everybody is thinking alike, then somebody isn't thinking.",George S. Patton,"herd-mentality, inspiration, patton",2774.0
2461,"If you liked being a teenager, there's something really wrong with you.",Stephen King,,2774.0
2462,"The only real prison is fear, and the only real freedom is freedom from fear",Aung San Suu Kyi,civil-rights,2773.0
2463,"I sit beside the fire and think
Of all that I have seen
Of meadow flowers and butterflies
In summers that have been

Of yellow leaves and gossamer
In autumns that there were
With morning mist and silver sun
And wind upon my hair

I sit beside the fire and think
Of how the world will be
When winter comes without a spring
That I shall ever see

For still there are so many things
That I have never seen
In every wood in every spring
There is a different green

I sit beside the fire and think
Of people long ago
And people that will see a world
That I shall never know

But all the while I sit and think
Of times there were before
I listen for returning feet
And voices at the door",J.R.R. Tolkien,"life, time",2773.0
2464,Those who cannot change their minds cannot change anything.,George Bernard Shaw,"adaptation, change, open-mindedness, self-improvement",2773.0
2465,"Holding Eleanor's hand was like holding a butterfly. Or a heartbeat. Like holding something complete, and completely alive.","Rainbow Rowell,","friendship, high-school, love, relationships, sweet, teenage-love",2772.0
2466,"Sorrow is how we learn to love. Your heart isn't breaking. It hurts because it's getting larger. The larger it gets, the more love it holds.","Rita Mae Brown,",love,2772.0
2467,"Always be a poet, even in prose.",Charles Baudelaire,"poetry, prose, writing",2772.0
2468,I get a warm feeling among my books.,Anthony Powell,,2771.0
2469,"Silence, I discover, is something you can actually hear.","Haruki Murakami,",,2770.0
2470,A small but noteworthy note. I've seen so many young men over the years who think they're running at other young men. They are not. They are running at me.,"Markus Zusak,","death, war",2770.0
2471,I opened myself to the gentle indifference of the world.,"Albert Camus,",,2770.0
2472,"It doesn't matter. I have books, new books, and I can bear anything as long as there are books.","Jo Walton,",books,2768.0
2473,"Did you really want to die?""
""No one commits suicide because they want to die.""
""Then why do they do it?""
""Because they want to stop the pain.","Tiffanie DeBartolo,","intent, pain, suicide",2767.0
2474,"It would seem that Our Lord finds our desires not too strong, but too weak. We are half-hearted creatures, fooling about with drink and sex and ambition when infinite joy is offered us, like an ignorant child who wants to go on making mud pies in a slum because he cannot imagine what is meant by the offer of a holiday at the sea. We are far too easily pleased.","C.S. Lewis,",christianity,2765.0
2475,"Sometimes I wonder if there's something wrong with me. Perhaps I've spent too long in the company of my literary romantic heroes, and consequently my ideals and expectations are far too high.","E.L. James,",romance,2764.0
2476,Some walks you have to take alone.,"Suzanne Collins,",,2764.0
2477,The last enemy that shall be destroyed is death.,"J.K. Rowling,","bible, death, enemy",2763.0
2478,The two hardest tests on the spiritual road are the patience to wait for the right moment and the courage not to be disappointed with what we encounter.,"Paulo Coelho,","appreciation, courage, patience, trials-of-life",2762.0
2479,"Once you have read a book you care about, some part of it is always with you.","Louis L'Amour,","books, inspirational, reading",2761.0
2480,أي علم هذا الذي لم يستطع حتى الآن أن يضع أصوات من نحب في أقراص ، أو زجاجة دواء نتناولها سرًّا ، عندما نصاب بوعكة عاطفية بدون أن يدري صاحبها كم نحن نحتاجه,"أحلام مستغانمي,",,2761.0
2481,"Can you surf really well, then?""
I looked at Grover, who was trying hard not to laugh.
""Jeez, Nico,"" I said. ""I've never really tried.""
He went on asking questions. Did I fight a lot with Thalia, since she was a daughter of Zeus? (I didn't answer that one.) If Annabeth's mother was Athena, the goddess of wisdom, then why didn't Annabeth know better than to fall off a cliff? (I tried not to strangle Nico for asking that one.) Was Annabeth my girlfriend? (At this point, I was ready to stick the kid in a meat-flavored sack and throw him to the wolves.)",Rick Riordan,"annabeth-chase, athena, funny, humor, myth, mythology, olympians, percy-jackson, posiedon, the-lightning-thief, zeus",2760.0
2482,All happiness depends on courage and work.,Honoré de Balzac,"courage, happiness, work",2759.0
2483,You care so much you feel as though you will bleed to death with the pain of it.,"J.K. Rowling,","grief, harry-potter, hurt, pain",2758.0
2484,Life starts all over again when it gets crisp in the fall.,"F. Scott Fitzgerald,",,2756.0
2485,Books serve to show a man that those original thoughts of his aren't very new after all.,Abraham Lincoln,"books, originality, unique",2754.0
2486,"I wonder how many people don't get the one they want, but end up with the one they're supposed to be with.","Fannie Flagg,","couples, deep, dissapointment, fate, heart, inspirational, love, people, romance",2753.0
2487,"The more I read, the more I acquire, the more certain I am that I know nothing.",Voltaire,,2753.0
2488,"They're certainly entitled to think that, and they're entitled to full respect for their opinions... but before I can live with other folks I've got to live with myself. The one thing that doesn't abide by majority rule is a person's conscience.","Harper Lee,",integrity,2753.0
2489,I'm not a religious person but I do sometimes think God made you for me.,"Sally Rooney,",love,2752.0
2490,I think; therefore I am.,Rene Descartes,,2752.0
2491,The good thing about science is that it's true whether or not you believe in it.,Neil deGrasse Tyson,,2752.0
2492,"Reality doesn't impress me. I only believe in intoxication, in ecstasy, and when ordinary life shackles me, I escape, one way or another. No more walls.","Anaïs Nin,","ecstasy, escape, freedom, intoxication, reality",2751.0
2493,Every day is a new day. It is better to be lucky. But I would rather be exact. Then when luck comes you are ready.,"Ernest Hemingway,",,2751.0
2494,Hope is a waking dream.,Aristotle,"dreams, hope",2751.0
2495,The only lies for which we are truly punished are those we tell ourselves.,"V. S. Naipaul,",,2750.0
2496,I have nothing to declare except my genius.,Oscar Wilde,humor,2750.0
2497,"Even
After
All this time
The Sun never says to the Earth,

""You owe me.""

Look
What happens
With a love like that,
It lights the whole sky.",Hafiz,"life, love, sky, sun",2749.0
2498,"If you want a picture of the future, imagine a boot stamping on a human face—for ever.","George Orwell,",future,2749.0
2499,"Trains are great dirty smoky things,"" said Will. ""You won't like it.""
Tessa was unmoved. ""I won't know if I like it until I try it, will I?""
""I've never swum naked in the Thames before, but I know I wouldn't like it.""
""But think how entertaining for sightseers,"" said Tessa, and she saw Jem duck his head to hide the quick flash of his grin.","Cassandra Clare,","clockwork-prince, humor, jem-carstairs, teasing, tessa-gray, will-herondale",2747.0
2500,Maybe our girlfriends are our soulmates and guys are just people to have fun with.,"Candace Bushnell,","dating, humor, relationships, soulmates",2747.0
2501,"All good books are alike in that they are truer than if they had really happened and after you are finished reading one you will feel that all that happened to you and afterwards it all belongs to you: the good and the bad, the ecstasy, the remorse and sorrow, the people and the places and how the weather was. If you can get so that you can give that to people, then you are a writer.",Ernest Hemingway,"authors, good-books, truth, writers",2747.0
2502,Maybe some people are just meant to be in the same story.,"Jandy Nelson,",,2746.0
2503,"He died not for men, but for each man. If each man had been the only man made, He would have done no less.",C.S. Lewis,"god, religion",2743.0
